sentence|sentiment|chapter|book|spells|characters|groups
 Harry went restlessly back to  the bed and sat down on it, running a finger over his  scar again|-0.34|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 It wasn’t the pain that bothered him;  Harry was no stranger to pain and injury|-0.9169|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 He had lost  all the bones from his right arm once and had them  painfully regrown in a night|-0.6908|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 The same arm had been  pierced by a venomous foot-long fang not long  afterward|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 Only last year Harry had fallen fifty feet  from an airborne broomstick|-0.3612|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 He was used to bizarre  accidents and injuries; they were unavoidable if you  attended Hogwarts School of Witchcraft and Wizardry  and had a knack for attracting a lot of trouble|-0.4939|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  No, the thing that was bothering Harry was that the  last time his scar had hurt him, it had been because  Voldemort had been close by|-0.7184|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 But Voldemort  couldn’t be here, now|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Tom Marvolo Riddle'}|set()
 The idea of Voldemort  lurking in Privet Drive was absurd, impossible|-0.128|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Tom Marvolo Riddle'}|set()
  Harry listened closely to the silence around him|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 Was  he half-expecting to hear the creak of a stair or the  swish of a cloak? And then he jumped slightly as he  heard his cousin Dudley give a tremendous grunting  snore from the next room|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Dudley Dursley'}|{'Dursley Family'}
  Harry shook himself mentally; he was being stupid|-0.5859|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  There was no one in the house with him except Uncle  Vernon, Aunt Petunia, and Dudley, and they were  plainly still asleep, their dreams untroubled and  painless|0.4019|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Dudley Dursley', 'Petunia Dursley', 'Vernon Dursley'}|{'Dursley Family'}
  Asleep was the way Harry liked the Dursleys best; it  wasn’t as though they were ever any help to him  awake|0.8658|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 Uncle Vernon, Aunt Petunia, and Dudley were  Harry’s only living relatives|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Dudley Dursley', 'Petunia Dursley', 'Vernon Dursley'}|"{'Golden Trio', 'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Dursley Family'}"
 They were Muggles who  hated and despised magic in any form, which meant  that Harry was about as welcome in their house as  dry rot|-0.5994|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 They had explained away Harry’s long  absences at Hogwarts over the last three years by  telling everyone that he went to St Brutus’s Secure  Center for Incurably Criminal Boys|-0.25|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 They knew  perfectly well that, as an underage wizard, Harry  wasn’t allowed to use magic outside Hogwarts, but  they were still apt to blame him for anything that  went wrong about the house|-0.6249|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 Harry had never been  able to confide in them or tell them anything about  his life in the wizarding world|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 The very idea of going  to them when they awoke, and telling them about his  scar hurting him, and about his worries about  Voldemort, was laughable|-0.6486|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Tom Marvolo Riddle'}|set()
  And yet it was because of Voldemort that Harry had  come to live with the Dursleys in the first place|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 If it  hadn’t been for Voldemort, Harry would not have had  the lightning scar on his forehead|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 If it hadn’t been for  Voldemort, Harry would still have had parents|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  Harry had been a year old the night that Voldemort —  the most powerful Dark wizard for a century, a wizard  who had been gaining power steadily for eleven years  — arrived at his house and killed his father and  mother|0.101|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 Voldemort had then turned his wand on  Harry; he had performed the curse that had disposed  of many full-grown witches and wizards in his steady  rise to power — and, incredibly, it had not worked|-0.5423|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  Instead of killing the small boy, the curse had  rebounded upon Voldemort|-0.836|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Tom Marvolo Riddle'}|set()
 Harry had survived with  nothing but a lightning-shaped cut on his forehead,  and Voldemort had been reduced to something barely  alive|0.3528|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 His powers gone, his life almost extinguished,  Voldemort had fled; the terror in which the secret  community of witches and wizards had lived for so  long had lifted, Voldemort’s followers had disbanded,  and Harry Potter had become famous|-0.5267|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  It had been enough of a shock for Harry to discover,  on his eleventh birthday, that he was a wizard; it had  been even more disconcerting to find out that  everyone in the hidden wizarding world knew his  name|-0.3818|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 Harry had arrived at Hogwarts to find that  heads turned and whispers followed him wherever he  went|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 But he was used to it now: At the end of this  summer, he would be starting his fourth year at  Hogwarts, and Harry was already counting the days  until he would be back at the castle again|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  But there was still a fortnight to go before he went  back to school|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 He looked hopelessly around his room  again, and his eye paused on the birthday cards his  two best friends had sent him at the end of July|0.6249|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  What would they say if Harry wrote to them and told  them about his scar hurting?  At once, Hermione Granger’s voice seemed to fill his  head, shrill and panicky|-0.6369|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hermione Granger', 'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Prefect'}"
  “ Your scar hurt? Harry, that’s really serious|-0.6115|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 Write  to Professor Dumbledorel And I’ll go and check  Common Magical Ailments and Afflictions|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Albus Dumbledore'}|{'Order of the Phoenix', 'Headmaster', 'Teacher'}
 Maybe  there’s something in there about curse scars|-0.5423|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
”  Yes, that would be Hermione’s advice: Go straight to  the headmaster of Hogwarts, and in the meantime,  consult a book|0.5574|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hermione Granger'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Prefect'}"
 Harry stared out of the window at the  inky blue-black sky|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 He doubted very much whether a  book could help him now|0.1531|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 As far as he knew, he was  the only living person to have survived a curse like  Voldemort’s; it was highly unlikely, therefore, that he  would find his symptoms listed in Common Magical  Ailments and Afflictions|0.3182|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Tom Marvolo Riddle'}|set()
 As for informing the  headmaster, Harry had no idea where Dumbledore  went during the summer holidays|0.1027|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 He amused himself  for a moment, picturing Dumbledore, with his long  silver beard, full-length wizard’s robes, and pointed  hat, stretched out on a beach somewhere, rubbing  suntan lotion onto his long crooked nose|0.4215|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 Wherever  Dumbledore was, though, Harry was sure that  Hedwig would be able to find him; Harry’s owl had  never yet failed to deliver a letter to anyone, even  without an address|0.6126|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hedwig', 'Harry Potter'}|"{'Pet', 'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 But what would he write?  Dear Professor Dumbledore, Sorry to bother you, but  my scar hurt this morning|-0.6956|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Albus Dumbledore'}|{'Order of the Phoenix', 'Headmaster', 'Teacher'}
 Yours sincerely, Harry  Potter|0.4767|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  Even inside his head the words sounded stupid|-0.5267|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  And so he tried to imagine his other best friend, Ron  Weasley’s, reaction, and in a moment, Ron’s red hair  and long-nosed, freckled face seemed to swim before  Harry, wearing a bemused expression|0.8126|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Ron Weasley'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Weasley Family', 'Golden Trio', 'Prefect'}"
  “ Your scar hurt? But |-0.296|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 but You-Knotu-Who can’t be  near you now, can he? I mean |0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 you’d know, wouldn’t  you? He’d be trying to do you in again, wouldn’t he? I  dunno, Harry, maybe curse scars always twinge a bit  |-0.594|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 I’ll ask Dad|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
”  Mr Weasley was a fully qualified wizard who worked  in the Misuse of Muggle Artifacts Office at the  Ministry of Magic, but he didn’t have any particular  expertise in the matter of curses, as far as Harry  knew|0.0387|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Arthur Weasley'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Ministry', 'Weasley Family', 'Order of the Phoenix', 'Golden Trio'}"
 In any case, Harry didn’t like the idea of the  whole Weasley family knowing that he, Harry, was  getting jumpy about a few moments’ pain|-0.4215|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 Mrs  Weasley would fuss worse than Hermione, and Fred  and George, Ron’s sixteen-year-old twin brothers,  might think Harry was losing his nerve|-0.6908|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hermione Granger', 'Harry Potter', 'Ron Weasley', 'George Weasley', 'Fred Weasley'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Weasley Family', 'Golden Trio', 'Prefect'}"
 The Weasleys  were Harry’s favorite family in the world; he was  hoping that they might invite him to stay any time  now (Ron had mentioned something about the  Quidditch World Cup), and he somehow didn’t want  his visit punctuated with anxious inquiries about his  scar|0.6908|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Ron Weasley'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Weasley Family', 'Golden Trio', 'Prefect'}"
  Harry kneaded his forehead with his knuckles|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 What  he really wanted (and it felt almost shameful to admit  it to himself) was someone like — someone like a  parent: an adult wizard whose advice he could ask  without feeling stupid, someone who cared about  him, who had had experience with Dark Magic|0.7805|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  And then the solution came to him|0.3182|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 It was so simple,  and so obvious, that he couldn’t believe it had taken  so long — Sirius|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black'}|{'Order of the Phoenix', 'Black Family', 'Marauders'}
  Harry leapt up from the bed, hurried across the room,  and sat down at his desk; he pulled a piece of  parchment toward him, loaded his eagle-feather quill  with ink, wrote Dear Sirius, then paused, wondering  how best to phrase his problem, still marveling at the  fact that he hadn’t thought of Sirius straight away|0.7184|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
  But then, perhaps it wasn’t so surprising — after all,  he had only found out that Sirius was his godfather  two months ago|0.5591|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black'}|{'Order of the Phoenix', 'Black Family', 'Marauders'}
  There was a simple reason for Sirius’s complete  absence from Harry’s life until then — Sirius had  been in Azkaban, the terrifying wizard jail guarded by  creatures called dementors, sightless, soul-sucking  fiends who had come to search for Sirius at Hogwarts  when he had escaped|-0.5719|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 Yet Sirius had been innocent  — the murders for which he had been convicted had  been committed by Wormtail, Voldemort’s supporter,  whom nearly everybody now believed dead|-0.5719|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Peter Pettigrew', 'Tom Marvolo Riddle'}|{'Black Family', 'Marauder', 'Death Eater', 'Marauders', 'Order of the Phoenix'}
 Harry,  Ron, and Hermione knew otherwise, however; they  had come face-to-face with Wormtail only the  previous year, though only Professor Dumbledore had  believed their story|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hermione Granger', 'Harry Potter', 'Ron Weasley', 'Albus Dumbledore', 'Peter Pettigrew'}|"{'Marauder', 'Potter Family', 'Gryffindor Quidditch', 'Death Eater', ""Dumbledore's Army"", 'Gryffindor', 'Prefect', 'Weasley Family', 'Order of the Phoenix', 'Golden Trio', 'Headmaster', 'Teacher'}"
  For one glorious hour, Harry had believed that he was  leaving the Dursleys at last, because Sirius had  offered him a home once his name had been cleared|0.6808|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
  But the chance had been snatched away from him —  Wormtail had escaped before they could take him to  the Ministry of Magic, and Sirius had had to flee for  his life|0.3612|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Peter Pettigrew'}|{'Black Family', 'Marauder', 'Death Eater', 'Marauders', 'Order of the Phoenix'}
 Harry had helped him escape on the back of a  hippogriff called Buckbeak, and since then, Sirius  had been on the run|0.1779|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter', 'Buckbeak'}|"{'Black Family', 'Pet', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 The home Harry might have had  if Wormtail had not escaped had been haunting him  all summer|-0.2732|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Peter Pettigrew'}|"{'Marauder', 'Potter Family', 'Gryffindor Quidditch', 'Death Eater', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 It had been doubly hard to return to the  Dursleys knowing that he had so nearly escaped them  forever|-0.1027|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  Nevertheless, Sirius had been of some help to Harry,  even if he couldn’t be with him|0.4019|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 It was due to Sirius  that Harry now had all his school things in his  bedroom with him|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 The Dursleys had never allowed  this before; their general wish of keeping Harry as  miserable as possible, coupled with their fear of his  powers, had led them to lock his school trunk in the  cupboard under the stairs every summer prior to this|-0.5719|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  But their attitude had changed since they had found  out that Harry had a dangerous murderer for a  godfather — for Harry had conveniently forgotten to  tell them that Sirius was innocent|-0.8957|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
  Harry had received two letters from Sirius since he  had been back at Privet Drive|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 Both had been  delivered, not by owls (as was usual with wizards),  but by large, brightly colored tropical birds|0.5023|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 Hedwig  had not approved of these flashy intruders; she had  been most reluctant to allow them to drink from her  water tray before flying off again|-0.353|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hedwig'}|{'Pet'}
 Harry, on the other  hand, had liked them; they put him in mind of palm  trees and white sand, and he hoped that, wherever  Sirius was (Sirius never said, in case the letters were  intercepted), he was enjoying himself|0.9001|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 Somehow,  Harry found it hard to imagine dementors surviving  for long in bright sunlight; perhaps that was why  Sirius had gone south|0.5719|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 Sirius’s letters, which were  now hidden beneath the highly useful loose  floorboard under Harry’s bed, sounded cheerful, and  in both of them he had reminded Harry to call on him  if ever Harry needed to|0.6267|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black', 'Harry Potter'}|"{'Black Family', 'Potter Family', 'Gryffindor Quidditch', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Order of the Phoenix', 'Golden Trio'}"
 Well, he needed to now, all  right|0.2732|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  Harry’s lamp seemed to grow dimmer as the cold gray  light that precedes sunrise slowly crept into the room|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
  Finally, when the sun had risen, when his bedroom  walls had turned gold, and when sounds of movement  could be heard from Uncle Vernon and Aunt Petunia’s  room, Harry cleared his desk of crumpled pieces of  parchment and reread his finished letter|0.1027|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter', 'Petunia Dursley', 'Vernon Dursley'}|"{'Golden Trio', 'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Dursley Family'}"
  Dear Sirius,  Thanks for your last letter|0.6705|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Sirius Black'}|{'Order of the Phoenix', 'Black Family', 'Marauders'}
 That bird was enormous; it  could hardly get through my window|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  Things are the same as usual here|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 Dudley’s diet isn’t  going too well|0.2732|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Dudley Dursley'}|{'Dursley Family'}
 My aunt found him smuggling  doughnuts into his room yesterday|-0.4767|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 They told him  they ’d have to cut his pocket money if he keeps doing  it, so he got really angry and chucked his PlayStation  out of the window|-0.6901|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 That’s a sort of computer thing you  can play games on|0.34|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 Bit stupid really, now he hasn’t  even got Mega-Mutilation Part Three to take his mind  off things|-0.5267|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  I’m okay, mainly because the Dursleys are terrified  you might turn up and turn them all into bats if I ask  you to|-0.4767|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  A weird thing happened this morning, though|-0.1779|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 My scar  hurt again|-0.5267|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 Last time that happened it was because  Voldemort was at Hogwarts|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Tom Marvolo Riddle'}|set()
 But I don’t reckon he can  be anywhere near me now, can he? Do you know if  curse scars sometimes hurt years afterward?  I’ll send this with Hedwig when she gets back; she’s  offhunt-\ing at the moment|-0.8936|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hedwig'}|{'Pet'}
 Say hello to Buckbeak for  me|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Buckbeak'}|{'Pet'}
  Harry  Yes, thought Harry, that looked all right|0.4019|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 There was  no point putting in the dream; he didn’t want it to  look as though he was too worried|-0.2732|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 He folded up the  parchment and laid it aside on his desk, ready for  when Hedwig returned|0.3612|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|{'Hedwig'}|{'Pet'}
 Then he got to his feet,  stretched, and opened his wardrobe once more|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  Without glancing at his reflection, he started to get  dressed before going down to breakfast|0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
  |0.0|59 The Scar  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
60 THE INVITATION  |0.0|60 The Invitation  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
By the time Harry arrived in the kitchen, the three  Dursleys were already seated around the table|0.0|60 The Invitation  |4 Harry Potter And The Goblet Of Fire|[]|{'Harry Potter'}|"{'Potter Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio'}"
 None  of them looked up as he entered or sat down|0.0|60 The Invitation  |4 Harry Potter And The Goblet Of Fire|[]|set()|set()
 Uncle  Vernon’s large red face was hidden behind the  morning’s Daily Mail, and Aunt Petunia was cutting a  grapefruit into quarters, her lips pursed over her  horselike teeth|-0.128|60 The Invitation  |4 Harry Potter And The Goblet Of Fire|[]|{'Petunia Dursley', 'Vernon Dursley'}|{'Dursley Family'}
