sentence|sentiment|chapter|book|spells|characters|groups
 It is unwise to  linger overlong on doorsteps in these troubled times|-0.4588|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  He stepped smartly over the threshold and closed the  front door behind him|0.3612|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “It is a long time since my last visit,” said  Dumbledore, peering down his crooked nose at Uncle  Vernon|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
 “I must say, your agapanthus are  flourishing|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  Vernon Dursley said nothing at all|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
 Harry did not  doubt that speech would return to him, and soon —  the vein pulsing in his uncle’s temple was reaching  danger point — but something about Dumbledore  seemed to have robbed him temporarily of breath|-0.0631|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 It  might have been the blatant wizardishness of his  appearance, but it might, too, have been that even  Uncle Vernon could sense that here was a man whom  it would be very difficult to bully|-0.855|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “Ah, good evening Harry,” said Dumbledore, looking  up at him through his half-moon glasses with a most  satisfied expression|0.7178|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 “Excellent, excellent|0.5719|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  These words seemed to rouse Uncle Vernon|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
 It was  clear that as far as he was concerned, any man who  could look at Harry and say “excellent” was a man  with whom he could never see eye to eye|0.3818|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  “I don’t mean to be rude — ” he began, in a tone that  threatened rudeness in every syllable|-0.8176|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “ — yet, sadly, accidental rudeness occurs alarmingly  often,” Dumbledore finished the sentence gravely|-0.886|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “Best to say nothing at all, my dear man|0.3818|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 Ah, and this  must be Petunia|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Petunia Dursley'}|{'Dursley Family'}
”  The kitchen door had opened, and there stood Harry’s  aunt, wearing rubber gloves and a housecoat over her  nightdress, clearly halfway through her usual pre-  bedtime wipe-down of all the kitchen surfaces|0.4019|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 Her  rather horsey face registered nothing but shock|0.4168|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “Albus Dumbledore,” said Dumbledore, when Uncle  Vernon failed to effect an introduction|-0.5106|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley', 'Albus Dumbledore'}|{'Order of the Phoenix', 'Headmaster', 'Dursley Family', 'Teacher'}
 “We have  corresponded, of course|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
” Harry thought this an odd  way of reminding Aunt Petunia that he had once sent  her an exploding letter, but Aunt Petunia did not  challenge the term|-0.246|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Petunia Dursley', 'Harry Potter'}|"{'Dursley Family', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 “And this must be your son,  Dudley?”  Dudley had that moment peered round the living  room door|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Dudley Dursley'}|{'Dursley Family'}
 His large, blond head rising out of the  stripy collar of his pajamas looked oddly disembodied,  his mouth gaping in astonishment and fear|-0.4939|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  Dumbledore waited a moment or two, apparently to  see whether any of the Dursleys were going to say  anything, but as the silence stretched on he smiled|0.6956|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “Shall we assume that you have invited me into your  sitting room?  Dudley scrambled out of the way as Dumbledore  passed him|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Dudley Dursley'}|{'Dursley Family'}
 Harry, still clutching the telescope and  trainers, jumped the last few stairs and followed  Dumbledore, who had settled himself in the armchair  nearest the fire and was taking in the surroundings  with an expression of benign interest|0.4404|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 He looked quite  extraordinarily out of place|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “Aren’t — aren’t we leaving, sir?” Harry asked  anxiously|-0.2263|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  “Yes, indeed we are, but there are a few matters we  need to discuss first,” said Dumbledore|0.0387|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “And I would  prefer not to do so in the open|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 We shall trespass  upon your aunt and uncle’s hospitality only a little  longer|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  “You will, will you?”  Vernon Dursley had entered the room, Petunia at his  shoulder, and Dudley skulking behind them both|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Petunia Dursley', 'Dudley Dursley', 'Vernon Dursley'}|{'Dursley Family'}
  “Yes,” said Dumbledore simply, “I shall|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  He drew his wand so rapidly that Harry barely saw it;  with a casual flick, the sofa zoomed forward and  knocked the knees out from under all three of the  Dursley s so that they collapsed upon it in a heap|-0.144|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  Another flick of the wand and the sofa zoomed back  to its original position|0.3182|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “We may as well be comfortable,” said Dumbledore  pleasantly|0.6369|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  As he replaced his wand in his pocket, Harry saw that  his hand was blackened and shriveled; it looked as  though his flesh had been burned away|0.4939|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  “Sir — what happened to your — ?”  “Later, Harry,” said Dumbledore|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 “Please sit down|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  Harry took the remaining armchair, choosing not to  look at the Dursleys, who seemed stunned into  silence|-0.1027|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  “I would assume that you were going to offer me  refreshment,” Dumbledore said to Uncle Vernon, “but  the evidence so far suggests that that would be  optimistic to the point of foolishness|-0.128|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
”  A third twitch of the wand, and a dusty bottle and five  glasses appeared in midair|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 The bottle tipped and  poured a generous measure of honey-colored liquid  into each of the glasses, which then floated to each  person in the room|0.5106|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “Madam Rosmerta’s finest oak-matured mead,” said  Dumbledore, raising his glass to Harry, who caught  hold of his own and sipped|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Madam Rosmerta', 'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 He had never tasted  anything like it before, but enjoyed it immensely|0.5987|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 The  Dursleys, after quick, scared looks at one another,  tried to ignore their glasses completely, a difficult feat,  as they were nudging them gently on the sides of their  heads|-0.6344|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 Harry could not suppress a suspicion that  Dumbledore was rather enjoying himself|0.6792|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  “Well, Harry,” said Dumbledore, turning toward him,  “a difficulty has arisen which I hope you will be able  to solve for us|0.3182|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 By us, I mean the Order of the  Phoenix|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 But first of all I must tell you that Sirius’s  will was discovered a week ago and that he left you  everything he owned|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Sirius Black'}|{'Black Family', 'Order of the Phoenix', 'Marauders'}
”  Over on the sofa, Uncle Vernon’s head turned, but  Harry did not look at him, nor could he think of  anything to say except, “Oh|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Dursley Family', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 Right|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  “This is, in the main, fairly straightforward,”  Dumbledore went on|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “You add a reasonable amount  of gold to your account at Gringotts, and you inherit  all of Sirius’s personal possessions|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Sirius Black'}|{'Black Family', 'Order of the Phoenix', 'Marauders'}
 The slightly  problematic part of the legacy — ”  “His godfather’s dead?” said Uncle Vernon loudly from  the sofa|-0.3832|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
 Dumbledore and Harry both turned to look  at him|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 The glass of mead was now knocking quite  insistently on the side of Vernon’s head; he attempted  to beat it away|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
 “He’s dead? His godfather?”  “Yes,” said Dumbledore|-0.6868|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 He did not ask Harry why he  had not confided in the Dursleys|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 “Our problem,” he  continued to Harry, as if there had been no  interruption, “is that Sirius also left you number  twelve, Grimmauld Place|0.3421|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter', 'Sirius Black'}|"{'Order of the Phoenix', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Black Family', 'Potter Family'}"
”  “He’s been left a house?” said Uncle Vernon greedily,  his small eyes narrowing, but nobody answered him|-0.2382|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “You can keep using it as headquarters,” said Harry|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  “I don’t care|0.4939|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 You can have it, I don’t really want it|0.1513|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  Harry never wanted to set foot in number twelve,  Grimmauld Place again if he could help it|0.4588|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 He thought  he would be haunted forever by the memory of Sirius  prowling its dark musty rooms alone, imprisoned  within the place he had wanted so desperately to  leave|-0.8986|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Sirius Black'}|{'Black Family', 'Order of the Phoenix', 'Marauders'}
  “That is generous,” said Dumbledore|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “We have,  however, vacated the building temporarily|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  “Why?”  “Well,” said Dumbledore, ignoring the mutterings of  Uncle Vernon, who was now being rapped smartly  over the head by the persistent glass of mead, “Black  family tradition decreed that the house was handed  down the direct line, to the next male with the name  of ‘Black|-0.0516|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Vernon Dursley', 'Sirius Black'}|{'Black Family', 'Order of the Phoenix', 'Dursley Family', 'Marauders'}
 ’ Sirius was the very last of the line as his  younger brother, Regulus, predeceased him and both  were childless|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Regulus Arcturus Black', 'Reginald Cattermole', 'Sirius Black'}|{'Order of the Phoenix', 'Marauders', 'Ministry', 'Death Eater', 'Black Family'}
 While his will makes it perfectly plain  that he wants you to have the house, it is  nevertheless possible that some spell or enchantment  has been set upon the place to ensure that it cannot  be owned by anyone other than a pureblood|0.7783|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  A vivid image of the shrieking, spitting portrait of  Sirius’s mother that hung in the hall of number  twelve, Grimmauld Place flashed into Harry’s mind|0.0772|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter', 'Sirius Black'}|"{'Order of the Phoenix', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Black Family', 'Potter Family'}"
 “I  bet there has,” he said|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “Quite,” said Dumbledore|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “And if such an  enchantment exists, then the ownership of the house  is most likely to pass to the eldest of Sirius’s living  relatives, which would mean his cousin, Bellatrix  Lestrange|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Sirius Black', 'Bellatrix Lestrange'}|{'Black Family', 'Order of the Phoenix', 'Death Eater', 'Marauders'}
”  Without realizing what he was doing, Harry sprang to  his feet; the telescope and trainers in his lap rolled  across the floor|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 Bellatrix Lestrange, Sirius’s killer,  inherit his house?  “No,” he said|-0.6486|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Sirius Black', 'Bellatrix Lestrange'}|{'Black Family', 'Order of the Phoenix', 'Death Eater', 'Marauders'}
  “Well, obviously we would prefer that she didn’t get it  either,” said Dumbledore calmly|0.3182|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “The situation is  fraught with complications|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 We do not know whether  the enchantments we ourselves have placed upon it,  for example, making it Unplottable, will hold now that  ownership has passed from Sirius’s hands|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Sirius Black'}|{'Black Family', 'Order of the Phoenix', 'Marauders'}
 It might  be that Bellatrix will arrive on the doorstep at any  moment|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Bellatrix Lestrange'}|{'Black Family', 'Death Eater'}
 Naturally we had to move out until such  time as we have clarified the position|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  “But how are you going to find out if I’m allowed to  own it?”  “Fortunately,” said Dumbledore, “there is a simple  test|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  He placed his empty glass on a small table beside his  chair, but before he could do anything else, Uncle  Vernon shouted, “ Will you get these ruddy things off  us?”  Harry looked around; all three of the Dursleys were  cowering with their arms over their heads as their  glasses bounced up and down on their skulls, their  contents flying everywhere|-0.1027|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Dursley Family', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
  “Oh, I’m so sorry,” said Dumbledore politely, and he  raised his wand again|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 All three glasses vanished|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
  “But it would have been better manners to drink it,  you know|0.4404|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  It looked as though Uncle Vernon was bursting with  any number of unpleasant retorts, but he merely  shrank back into the cushions with Aunt Petunia and  Dudley and said nothing, keeping his small piggy eyes  on Dumbledore ’s wand|-0.2263|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Petunia Dursley', 'Dudley Dursley', 'Vernon Dursley'}|{'Dursley Family'}
  “You see,” Dumbledore said, turning back to Harry  and again speaking as though Uncle Vernon had not  uttered, “if you have indeed inherited the house, you  have also inherited — ”  He flicked his wand for a fifth time|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Dursley Family', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 There was a loud  crack, and a house-elf appeared, with a snout for a  nose, giant bat’s ears, and enormous bloodshot eyes,  crouching on the Dursleys’ shag carpet and covered  in grimy rags|-0.4215|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 Aunt Petunia let out a hair-raising  shriek; nothing this filthy had entered her house in  living memory|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Petunia Dursley'}|{'Dursley Family'}
 Dudley drew his large, bare, pink feet  off the floor and sat with them raised almost above  his head, as though he thought the creature might  run up his pajama trousers, and Uncle Vernon  bellowed, “What the hell is that?”  “Kreacher,” finished Dumbledore|-0.6808|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher', 'Dudley Dursley', 'Vernon Dursley'}|{'Dursley Family', 'House-Elf'}
  “Kreacher won’t, Kreacher won’t, Kreacher won’t!”  croaked the house-elf, quite as loudly as Uncle  Vernon, stamping his long, gnarled feet and pulling  his ears|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher', 'Vernon Dursley'}|{'Dursley Family', 'House-Elf'}
 “Kreacher belongs to Miss Bellatrix, oh yes,  Kreacher belongs to the Blacks, Kreacher wants his  new mistress, Kreacher won’t go to the Potter brat,  Kreacher won’t, won’t, won’t — ”  “As you can see, Harry,” said Dumbledore loudly, over  Kreacher’s continued croaks of “won’t, won’t, won’t,”  “Kreacher is showing a certain reluctance to pass into  your ownership|0.2023|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Katie Bell', 'Kreacher', 'Harry Potter', 'Sirius Black', 'Bellatrix Lestrange'}|"{'Order of the Phoenix', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'House-Elf', 'Gryffindor Quidditch', 'Death Eater', 'Black Family', 'Potter Family'}"
”  “I don’t care,” said Harry again, looking with disgust  at the writhing, stamping house-elf|-0.5994|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 “I don’t want  him|0.0772|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  “Won’t, won’t, won’t, won’t — ”  “You would prefer him to pass into the ownership of  Bellatrix Lestrange? Bearing in mind that he has lived  at the headquarters of the Order of the Phoenix for  the past year?”  “Won’t, won’t, won’t, won’t — ”  Harry stared at Dumbledore|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter', 'Bellatrix Lestrange'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Death Eater', 'Black Family', 'Potter Family'}"
 He knew that Kreacher  could not be permitted to go and live with Bellatrix  Lestrange, but the idea of owning him, of having  responsibility for the creature that had betrayed  Sirius, was repugnant|-0.7579|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher', 'Sirius Black', 'Bellatrix Lestrange'}|{'Order of the Phoenix', 'Marauders', 'House-Elf', 'Death Eater', 'Black Family'}
  “Give him an order,” said Dumbledore|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “If he has  passed into your ownership, he will have to obey|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 If  not, then we shall have to think of some other means  of keeping him from his rightful mistress|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  “Won’t, won’t, won’t, WON’T|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  Kreacher’s voice had risen to a scream|-0.4019|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher'}|{'House-Elf'}
 Harry could  think of nothing to say, except, “Kreacher, shut up!”  It looked for a moment as though Kreacher was going  to choke|-0.5848|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher', 'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'House-Elf', 'Gryffindor Quidditch', 'Potter Family'}"
 He grabbed his throat, his mouth still  working furiously, his eyes bulging|-0.4404|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 After a few  seconds of frantic gulping, he threw himself face  forward onto the carpet (Aunt Petunia whimpered)  and beat the floor with his hands and feet, giving  himself over to a violent, but entirely silent, tantrum|-0.7794|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Petunia Dursley'}|{'Dursley Family'}
  “Well, that simplifies matters,” said Dumbledore  cheerfully|0.4767|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “It seems that Sirius knew what he was  doing|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Sirius Black'}|{'Black Family', 'Order of the Phoenix', 'Marauders'}
 You are the rightful owner of number twelve,  Grimmauld Place and of Kreacher|0.0772|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher'}|{'House-Elf'}
”  “Do I — do I have to keep him with me?” Harry asked,  aghast, as Kreacher thrashed around at his feet|-0.4404|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher', 'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'House-Elf', 'Gryffindor Quidditch', 'Potter Family'}"
  “Not if you don’t want to,” said Dumbledore|0.0772|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “If I  might make a suggestion, you could send him to  Hogwarts to work in the kitchen there|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 In that way,  the other house-elves could keep an eye on him|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
”  “Yeah,” said Harry in relief, “yeah, I’ll do that|0.4767|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Potter Family'}"
 Er —  Kreacher — I want you to go to Hogwarts and work in  the kitchens there with the other house-elves|0.0772|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher'}|{'House-Elf'}
”  Kreacher, who was now lying flat on his back with his  arms and legs in the air, gave Harry one upside-down  look of deepest loathing and, with another loud crack,  vanished|-0.7964|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Kreacher', 'Harry Potter'}|"{""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'House-Elf', 'Gryffindor Quidditch', 'Potter Family'}"
  “Good,” said Dumbledore|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|set()|set()
 “There is also the matter of  the hippogriff, Buckbeak|0.0258|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Buckbeak'}|{'Pet'}
 Hagrid has been looking  after him since Sirius died, but Buckbeak is yours  now, so if you would prefer to make different  arrangements — ”  “No,” said Harry at once, “he can stay with Hagrid|-0.3182|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Buckbeak', 'Harry Potter', 'Rubeus Hagrid', 'Sirius Black'}|"{'Order of the Phoenix', 'Marauders', ""Dumbledore's Army"", 'Gryffindor', 'Golden Trio', 'Gryffindor Quidditch', 'Gamekeeper', 'Pet', 'Black Family', 'Potter Family', 'Teacher'}"
 I  think Buckbeak would prefer that|0.0|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Buckbeak'}|{'Pet'}
”  “Hagrid will be delighted,” said Dumbledore, smiling|0.4588|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Rubeus Hagrid'}|{'Order of the Phoenix', 'Gamekeeper', 'Teacher'}
  “He was thrilled to see Buckbeak again|0.4404|135 Will And Won’T  |6 Harry Potter And The Half-Blood Prince|[]|{'Buckbeak'}|{'Pet'}
