sentence|sentiment|chapter|book|spells|characters|groups
 A fire was  crackling merrily in the grate and a few people were  warming their hands before going up to their  dormitories; on the other side of the room Fred and  George Weasley were pinning something up on the  notice board|0.3818|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'George Weasley', 'Fred Weasley'}|"{'Gryffindor Quidditch', 'Gryffindor', 'Weasley Family', ""Dumbledore's Army""}"
 Harry waved good night to them and  headed straight for the door to the boys’ dormitories;  he was not in much of a mood for talking at the  moment|0.5859|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 Neville followed him|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Neville Longbottom'}|"{'Gryffindor', ""Dumbledore's Army""}"
  Dean Thomas and Seamus Finnigan had reached the  dormitory first and were in the process of covering the  walls beside their beds with posters and photographs|0.1027|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Dean Thomas', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Gryffindor', ""Dumbledore's Army""}"
  They had been talking as Harry pushed open the door  but stopped abruptly the moment they saw him|-0.3291|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  Harry wondered whether they had been talking about  him, then whether he was being paranoid|-0.25|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Hi,” he said, moving across to his own trunk and  opening it|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  “Hey, Harry,” said Dean, who was putting on a pair of  pajamas in the West Ham colors|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Dean Thomas'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 “Good holiday?”  “Not bad,” muttered Harry, as a true account of his  holiday would have taken most of the night to relate  and he could not face it|0.6705|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 “You?”  “Yeah, it was okay,” chuckled Dean|0.296|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Dean Thomas'}|"{'Gryffindor Quidditch', 'Gryffindor', ""Dumbledore's Army""}"
 “Better than  Seamus’s anyway, he was just telling me|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
”  “Why, what happened, Seamus?” Neville asked as he  placed his Mimbulus mimbletonia tenderly on his  bedside cabinet|0.4215|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Neville Longbottom', 'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  Seamus did not answer immediately; he was making  rather a meal of ensuring that his poster of the  Kenmare Kestrels Quidditch team was quite straight|0.5095|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  Then he said, with his back still turned to Harry, “Me  mam didn’t want me to come back|0.0772|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
”  “What?” said Harry, pausing in the act of pulling off  his robes|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “She didn’t want me to come back to Hogwarts|0.0772|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  Seamus turned away from his poster and pulled his  own pajamas out of his trunk, still not looking at  Harry|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “But — why?” said Harry, astonished|0.3818|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 He knew that  Seamus’s mother was a witch and could not  understand, therefore, why she should have come  over so Dursley-ish|-0.3612|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  Seamus did not answer until he had finished  buttoning his pajamas|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  “Well,” he said in a measured voice, “I suppose |0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  because of you|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  “What d’you mean?” said Harry quickly|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 His heart was  beating rather fast|0.296|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 He felt vaguely as though  something was closing in on him|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  “Well,” said Seamus again, still avoiding Harry’s eyes,  “she |-0.34|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 er |0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 well, it’s not just you, it’s Dumbledore  too |0.2732|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  “She believes the Daily Prophet?” said Harry|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 “She  thinks I’m a liar and Dumbledore ’s an old fool?”  Seamus looked up at him|-0.5106|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
 “Yeah, something like  that|0.3612|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  Harry said nothing|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 He threw his wand down onto his  bedside table, pulled off his robes, stuffed them  angrily into his trunk, and pulled on his pajamas|-0.4215|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 He  was sick of it; sick of being the person who was stared  at and talked about all the time|-0.765|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 If any of them knew,  if any of them had the faintest idea what it felt like to  be the one all these things had happened to |0.3612|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Mrs  Finnigan had no idea, the stupid woman, he thought  savagely|-0.8316|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  He got into bed and made to pull the hangings closed  around him, but before he could do so, Seamus said,  “Look |0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
 what did happen that night when |0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 you  know, when |0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 with Cedric Diggory and all?”  Seamus sounded nervous and eager at the same time|0.1027|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Cedric Diggory', 'Seamus Finnigan'}|"{'Hufflepuff Quidditch', 'Hufflepuff', 'Champion', 'Gryffindor', ""Dumbledore's Army""}"
  Dean, who had been bending over his trunk, trying to  retrieve a slipper, went oddly still and Harry knew he  was listening hard|-0.1027|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Dean Thomas'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “What are you asking me for?” Harry retorted|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 “Just  read the Daily Prophet like your mother, why don’t  you? That’ll tell you all you need to know|0.3612|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  “Don’t you have a go at my mother,” snapped  Seamus|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  “I’ll have a go at anyone who calls me a liar,” said  Harry|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Don’t talk to me like that!”  “I’ll talk to you how I want,” said Harry, his temper  rising so fast he snatched his wand back from his  bedside table|-0.1511|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 “If you’ve got a problem sharing a  dormitory with me, go and ask McGonagall if you can  be moved, stop your mummy worrying — ”  “Leave my mother out of this, Potter!”  “What’s going on?”  Ron had appeared in the doorway|-0.5848|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Minerva McGonagall', 'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Teacher', 'Order of the Phoenix', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 His wide eyes  traveled from Harry, who was kneeling on his bed  with his wand pointing at Seamus, to Seamus, who  was standing there with his fists raised|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “He’s having a go at my mother!” Seamus yelled|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  “What?” said Ron|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 “Harry wouldn’t do that — we met  your mother, we liked her|0.4215|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
”  “That’s before she started believing every word the  stinking Daily Prophet writes about me!” said Harry at  the top of his voice|-0.4389|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Oh,” said Ron, comprehension dawning across his  freckled face|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 “Oh |0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 right|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  “You know what?” said Seamus heatedly, casting  Harry a venomous look|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 “He’s right, I don’t want to  share a dormitory with him anymore, he’s a  madman|0.3612|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  “That’s out of order, Seamus,” said Ron, whose ears  were starting to glow red, always a danger sign|-0.5267|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  “Out of order, am I?” shouted Seamus, who in  contrast with Ron was turning paler|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 “You believe all  the rubbish he’s come out with about You-Know-Who,  do you, you reckon he’s telling the truth?”  “Yeah, I do!” said Ron angrily|-0.4753|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley', 'Tom Marvolo Riddle'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  “Then you’re mad too,” said Seamus in disgust|-0.7964|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  “Yeah? Well unfortunately for you, pal, I’m also a  prefect!” said Ron, jabbing himself in the chest with a  finger|-0.1511|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 “So unless you want detention, watch your  mouth!”  Seamus looked for a few seconds as though detention  would be a reasonable price to pay to say what was  going through his mind; but with a noise of contempt  he turned on his heel, vaulted into bed, and pulled  the hangings shut with such violence that they were  ripped from the bed and fell in a dusty pile to the  floor|-0.9402|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
 Ron glared at Seamus, then looked at Dean and  Neville|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley', 'Dean Thomas', 'Neville Longbottom', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  “Anyone else’s parents got a problem with Harry?” he  said aggressively|-0.6124|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “My parents are Muggles, mate,” said Dean,  shrugging|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Dean Thomas'}|"{'Gryffindor Quidditch', 'Gryffindor', ""Dumbledore's Army""}"
 “They don’t know nothing about no deaths  at Hogwarts, because I’m not stupid enough to tell  them|0.5667|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  “You don’t know my mother, she’ll weasel anything  out of anyone!” Seamus snapped at him|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
 “Anyway,  your parents don’t get the Daily Prophet, they don’t  know our headmaster’s been sacked from the  Wizengamot and the International Confederation of  Wizards because he’s losing his marbles — ”  “My gran says that’s rubbish,” piped up Neville|-0.3818|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Neville Longbottom'}|"{'Gryffindor', ""Dumbledore's Army""}"
 “She  says it’s the Daily Prophet that’s going downhill, not  Dumbledore|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 She’s canceled our subscription|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 We  believe Harry,” he said simply|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 He climbed into bed  and pulled the covers up to his chin, looking owlishly  over them at Seamus|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
 “My gran’s always said You-  Know-Who would come back one day|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 She says if  Dumbledore says he’s back, he’s back|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  Harry felt a rush of gratitude toward Neville|0.5106|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Neville Longbottom'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 Nobody  else said anything|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Seamus got out his wand, repaired  the bed hangings, and vanished behind them|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
 Dean  got into bed, rolled over, and fell silent|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Dean Thomas'}|"{'Gryffindor Quidditch', 'Gryffindor', ""Dumbledore's Army""}"
 Neville, who  appeared to have nothing more to say either, was  gazing fondly at his moonlit cactus|0.4404|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Neville Longbottom'}|"{'Gryffindor', ""Dumbledore's Army""}"
  Harry lay back on his pillows while Ron bustled  around the next bed, putting his things away|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 He felt  shaken by the argument with Seamus, whom he had  always liked very much|0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
 How many more people were  going to suggest that he was lying or unhinged?  Had Dumbledore suffered like this all summer, as  first the Wizengamot, then the International  Confederation of Wizards had thrown him from their  ranks? Was it anger at Harry, perhaps, that had  stopped Dumbledore getting in touch with him for  months? The two of them were in this together, after  all; Dumbledore had believed Harry, announced his  version of events to the whole school and then to the  wider Wizarding community|-0.8818|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 Anyone who thought  Harry was a liar had to think that Dumbledore was  too or else that Dumbledore had been hoodwinked|-0.5106|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  They’ll know we’re right in the end, thought Harry  miserably, as Ron got into bed and extinguished the  last candle in the dormitory|-0.4767|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 But he wondered how  many attacks like Seamus’s he would have to endure  before that time came|-0.1531|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  |0.0|105 The Sorting Hat’S New Song  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
106 PROFESSOR UMBRIDGE  |0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
Seamus dressed at top speed next morning and left  the dormitory before Harry had even put on his socks|0.2023|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Does he think hell turn into a nutter if he stays in a  room with me too long?” asked Harry loudly, as the  hem of Seamus’s robes whipped out of sight|-0.6808|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Don’t worry about it, Harry,” Dean muttered,  hoisting his school-bag onto his shoulder|-0.4404|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Dean Thomas'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 “He’s just  |0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
” But apparently he was unable to say exactly what  Seamus was, and after a slightly awkward pause  followed him out of the room|-0.1181|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Seamus Finnigan'}|"{'Gryffindor', ""Dumbledore's Army""}"
  Neville and Ron both gave Harry it’s-his-problem-not-  yours looks, but Harry was not much consoled|0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Ron Weasley', 'Neville Longbottom'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 How  much more of this was he going to have to take?  “What’s the matter?” asked Hermione five minutes  later, catching up with Harry and Ron halfway across  the common room as they all headed toward  breakfast|0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 “You look absolutely — oh for heaven’s  sake|0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  She was staring at the common room notice board,  where a large new sign had been put up|0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  GALLONS OF GALLEONS!  Pocket money failing to keep pace with your  outgoings?  Like to earn a little extra gold?  Contact Fred and George Weasley,  Gryffindor common room,  for simple, part-time, virtually painless jobs  (WE REGRET THAT ALL WORK IS UNDERTAKEN AT  APPLICANT’S OWN RISK)  “They are the limit,” said Hermione grimly, taking  down the sign, which Fred and George had pinned up  over a poster giving the date of the first Hogsmeade  weekend in October|-0.7592|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'George Weasley', 'Godric Gryffindor', 'Hermione Granger', 'Fred Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Founder', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 “We’ll have to talk to them, Ron|0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
”  Ron looked positively alarmed|0.25|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  “Why?”  “Because we’re prefects!” said Hermione, as they  climbed out through the portrait hole|0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Hermione Granger'}|"{'Gryffindor', 'Golden Trio', ""Dumbledore's Army"", 'Prefect'}"
 “It’s up to us to  stop this kind of thing!”  Ron said nothing; Harry could tell from his glum  expression that the prospect of stopping Fred and  George doing exactly what they liked was not one that  he found inviting|0.1759|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'George Weasley', 'Harry Potter', 'Ron Weasley', 'Fred Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  “Anyway, what’s up, Harry?” Hermione continued, as  they walked down a flight of stairs lined with portraits  of old witches and wizards, all of whom ignored them,  being engrossed in their own conversation|-0.1779|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Hermione Granger'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 “You look  really angry about something|-0.5563|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  “Seamus reckons Harry’s lying about You-Know-  Who,” said Ron succinctly, when Harry did not  respond|-0.5267|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Ron Weasley', 'Seamus Finnigan'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  Hermione, whom Harry had expected to react angrily  on his behalf, sighed|-0.4215|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Hermione Granger'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  “Yes, Lavender thinks so too,” she said gloomily|0.0|106 Professor Umbridge  |5 Harry Potter And The Order Of The Phoenix|[]|{'Lavender Brown'}|"{'Gryffindor', ""Dumbledore's Army""}"
