sentence|sentiment|chapter|book|spells|characters|groups
  “Slick,” snorted Ron|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  Reveling in the removal of his Trace, Harry sent Ron’s  possessions flying around the room, causing  Pigwidgeon to wake up and flutter excitedly around  his cage|0.5106|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Harry Potter', 'Pigwidgeon'}|"{'Golden Trio', 'Pet', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
 Harry also tried tying the laces of his  trainers by magic (the resultant knot took several  minutes to untie by hand) and, purely for the  pleasure of it, turned the orange robes on Ron’s  Chudley Cannons posters bright blue|0.8768|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
  “I’d do your fly by hand, though,” Ron advised Harry,  sniggering when Harry immediately checked it|0.4939|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
  “Here’s your present|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Unwrap it up here, it’s not for  my mother’s eyes|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “A book?” said Harry as he took the rectangular  parcel|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 “Bit of a departure from tradition, isn’t it?”  “This isn’t your average book,” said Ron|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 “It’s pure  gold: Twelve Fail-Safe Ways to Charm Witches|0.4019|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  Explains everything you need to know about girls|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 If  only I’d had this last year I’d have known exactly how  to get rid of Lavender and I would’ve known how to  get going with |0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Lavender Brown'}|"{'Gryffindor', ""Dumbledore's Army""}"
 Well, Fred and George gave me a  copy, and I’ve learned a lot|0.2732|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'George Weasley', 'Fred Weasley'}|"{'Weasley Family', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army""}"
 You’d be surprised, it’s  not all about wandwork, either|0.2263|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  When they arrived in the kitchen they found a pile of  presents waiting on the table|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Bill and Monsieur  Delacour were finishing their breakfasts, while Mrs  Weasley stood chatting to them over the frying pan|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Bill Weasley'}|{'Weasley Family', 'Order of the Phoenix'}
  “Arthur told me to wish you a happy seventeenth,  Harry,” said Mrs Weasley, beaming at him|0.7506|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Molly Weasley', 'Arthur Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Ministry', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Order of the Phoenix', 'Potter Family'}"
 “He had  to leave early for work, but hell be back for dinner|-0.8176|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  That’s our present on top|0.2023|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  Harry sat down, took the square parcel she had  indicated, and unwrapped it|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 Inside was a watch very  like the one Mr and Mrs Weasley had given Ron for  his seventeenth; it was gold, with stars circling  around the face instead of hands|0.4201|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Molly Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Order of the Phoenix', 'Prefect'}"
  “It’s traditional to give a wizard a watch when he  comes of age,” said Mrs Weasley, watching him  anxiously from beside the cooker|-0.2263|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Molly Weasley'}|{'Weasley Family', 'Order of the Phoenix'}
 “I’m afraid that one  isn’t new like Ron’s, it was actually my brother  Fabian’s and he wasn’t terribly careful with his  possessions, it’s a bit dented on the back, but — ”  The rest of her speech was lost; Harry had got up and  hugged her|0.3919|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
 He tried to put a lot of unsaid things into  the hug and perhaps she understood them, because  she patted his cheek clumsily when he released her,  then waved her wand in a slightly random way,  causing half a pack of bacon to flop out of the frying  pan onto the floor|0.1779|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “Happy birthday, Harry!” said Hermione, hurrying  into the kitchen and adding her own present to the  top of the pile|0.2714|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
 “It’s not much, but I hope you like it|0.7964|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  What did you get him?” she added to Ron, who  seemed not to hear her|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  “Come on, then, open Hermione’s!” said Ron|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  She had bought him a new Sneakoscope|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 The other  packages contained an enchanted razor from Bill and  Fleur (“Ah yes, zis will give you ze smoothest shave  you will ever ’ave,” Monsieur Delacour assured him,  “but you must tell it clearly what you want |0.8689|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Bill Weasley', 'Fleur Delacour'}|{'Beauxbatons', 'Weasley Family', 'Order of the Phoenix', 'Champion'}
  ozzerwise you might find you ’ave a leetle less hair  zan you would like|0.3612|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”), chocolates from the  Delacours, and an enormous box of the latest  Weasleys’ Wizard Wheezes merchandise from Fred  and George|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'George Weasley', 'Fred Weasley'}|"{'Weasley Family', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army""}"
  Harry, Ron, and Hermione did not linger at the table,  as the arrival of Madame Delacour, Fleur, and  Gabrielle made the kitchen uncomfortably crowded|-0.4019|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Harry Potter', 'Fleur Delacour', 'Ron Weasley', 'Gabrielle Delacour'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Beauxbatons', 'Champion', 'Prefect', 'Potter Family'}"
  “I’ll pack these for you,” Hermione said brightly,  taking Harry’s presents out of his arms as the three of  them headed back upstairs|0.3612|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
 “I’m nearly done, I’m just  waiting for the rest of your underpants to come out of  the wash, Ron — ”  Ron’s splutter was interrupted by the opening of a  door on the first-floor landing|-0.296|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  “Harry, will you come in here a moment?”  It was Ginny|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 Ron came to an abrupt halt, but  Hermione took him by the elbow and tugged him on  up the stairs|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 Feeling nervous, Harry followed Ginny  into her room|-0.1531|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
  He had never been inside it before|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 It was small, but  bright|0.5927|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 There was a large poster of the Wizarding  band the Weird Sisters on one wall, and a picture of  Gwenog Jones, Captain of the all-witch Quidditch  team the Holyhead Harpies, on the other|-0.1779|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 A desk  stood facing the open window, which looked out over  the orchard where he and Ginny had once played  two-a-side Quidditch with Ron and Hermione, and  which now housed a large, pearly white marquee|0.34|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 The  golden flag on top was level with Ginny’s window|0.2023|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ginny Weasley'}|"{'Weasley Family', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army""}"
  Ginny looked up into Harry’s face, took a deep breath,  and said, “Happy seventeenth|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
”  “Yeah |0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 thanks|0.4404|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  She was looking at him steadily; he, however, found it  difficult to look back at her; it was like gazing into a  brilliant light|0.5859|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “Nice view,” he said feebly, pointing toward the  window|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  She ignored this|-0.3182|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 He could not blame her|0.2584|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “I couldn’t think what to get you,” she said|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “You didn’t have to get me anything|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  She disregarded this too|-0.3818|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “I didn’t know what would be useful|0.4404|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Nothing too big,  because you wouldn’t be able to take it with you|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  He chanced a glance at her|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 She was not tearful; that  was one of the many wonderful things about Ginny,  she was rarely weepy|0.687|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ginny Weasley'}|"{'Weasley Family', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army""}"
 He had sometimes thought that  having six brothers must have toughened her up|0.0258|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  She took a step closer to him|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “So then I thought, I’d like you to have something to  remember me by, you know, if you meet some veela  when you’re off doing whatever you’re doing|0.3612|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “I think dating opportunities are going to be pretty  thin on the ground, to be honest|0.8442|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “There’s the silver lining I’ve been looking for,” she  whispered, and then she was kissing him as she had  never kissed him before, and Harry was kissing her  back, and it was blissful oblivion, better than  firewhisky; she was the only real thing in the world,  Ginny, the feel of her, one hand at her back and one  in her long, sweet-smelling hair —  The door banged open behind them and they jumped  apart|0.9452|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
  “Oh,” said Ron pointedly|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 “Sorry|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “Ron!” Hermione was just behind him, slightly out of  breath|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 There was a strained silence, then Ginny said  in a flat little voice,  “Well, happy birthday anyway, Harry|0.1868|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
”  Ron’s ears were scarlet; Hermione looked nervous|-0.2732|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  Harry wanted to slam the door in their faces, but it  felt as though a cold draft had entered the room when  the door opened, and his shining moment had popped  like a soap bubble|0.3506|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 All the reasons for ending his  relationship with Ginny, for staying well away from  her, seemed to have slunk inside the room with Ron,  and all happy forgetfulness was gone|0.7003|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  He looked at Ginny, wanting to say something,  though he hardly knew what, but she had turned her  back on him|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ginny Weasley'}|"{'Weasley Family', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army""}"
 He thought that she might have  succumbed, for once, to tears|-0.2263|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 He could not do  anything to comfort her in front of Ron|0.3612|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  “I’ll see you later,” he said, and followed the other two  out of the bedroom|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  Ron marched downstairs, through the still-crowded  kitchen and into the yard, and Harry kept pace with  him all the way, Hermione trotting along behind them  looking scared|-0.4404|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
  Once he reached the seclusion of the freshly mown  lawn, Ron rounded on Harry|0.1027|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
  “You ditched her|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 What are you doing now, messing  her around?”  “I’m not messing her around,” said Harry, as  Hermione caught up with them|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
  “Ron — ”  But Ron held up a hand to silence her|0.6486|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  “She was really cut up when you ended it — ”  “So was I|-0.3384|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 You know why I stopped it, and it wasn’t  because I wanted to|-0.2263|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “Yeah, but you go snogging her now and she’s just  going to get her hopes up again — ”  “She’s not an idiot, she knows it can’t happen, she’s  not expecting us to — to end up married, or — ”  As he said it, a vivid picture formed in Harry’s mind of  Ginny in a white dress, marrying a tall, faceless, and  unpleasant stranger|0.4772|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 In one spiraling moment it  seemed to hit him: Her future was free and  unencumbered, whereas his |0.5106|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 he could see nothing  but Voldemort ahead|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
  “If you keep groping her every chance you get — ”  “It won’t happen again,” said Harry harshly|0.25|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 The day  was cloudless, but he felt as though the sun had gone  in|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 “Okay?”  Ron looked half resentful, half sheepish; he rocked  backward and forward on his feet for a moment, then  said, “Right then, well, that’s |-0.25|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 yeah|0.296|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  Ginny did not seek another one-to-one meeting with  Harry for the rest of the day, nor by any look or  gesture did she show that they had shared more than  polite conversation in her room|0.34|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 Nevertheless,  Charlie’s arrival came as a relief to Harry|0.4767|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Charlie Weasley', 'Harry Potter'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Order of the Phoenix', 'Potter Family'}"
 It provided  a distraction, watching Mrs Weasley force Charlie  into a chair, raise her wand threateningly, and  announce that he was about to get a proper haircut|-0.7003|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Charlie Weasley', 'Molly Weasley'}|{'Weasley Family', 'Order of the Phoenix'}
  As Harry’s birthday dinner would have stretched the  Burrow’s kitchen to breaking point even before the  arrival of Charlie, Lupin, Tonks, and Hagrid, several  tables were placed end to end in the garden|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Rubeus Hagrid', 'Harry Potter', 'Remus Lupin', 'Charlie Weasley', 'Nymphadora Tonks'}|"{'Teacher', 'Marauders', 'Golden Trio', 'Weasley Family', 'Gryffindor', 'Ministry', ""Dumbledore's Army"", 'Gamekeeper', 'Gryffindor Quidditch', 'Order of the Phoenix', 'Potter Family'}"
 Fred and  George bewitched a number of purple lanterns, all  emblazoned with a large number 17, to hang in  midair over the guests|0.1531|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'George Weasley', 'Fred Weasley'}|"{'Weasley Family', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army""}"
 Thanks to Mrs Weasley’s  ministrations, George’s wound was neat and clean,  but Harry was not yet used to the dark hole in the  side of his head, despite the twins’ many jokes about  it|0.6486|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'George Weasley', 'Harry Potter', 'Molly Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Order of the Phoenix', 'Potter Family'}"
  Hermione made purple and gold streamers erupt from  the end of her wand and drape themselves artistically  over the trees and bushes|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger'}|"{'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Golden Trio'}"
  “Nice,” said Ron, as with one final flourish of her  wand, Hermione turned the leaves on the crabapple  tree to gold|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 “You’ve really got an eye for that sort of  thing|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “Thank you, Ron!” said Hermione, looking both  pleased and a little confused|0.2926|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
 Harry turned away,  smiling to himself|0.4588|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 He had a funny notion that he  would find a chapter on compliments when he found  time to peruse his copy of Twelve Fail-Safe Ways to  Charm Witches; he caught Ginny’s eye and grinned at  her before remembering his promise to Ron and  hurriedly striking up a conversation with Monsieur  Delacour|0.8934|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect'}"
  “Out of the way, out of the way!” sang Mrs Weasley,  coming through the gate with what appeared to be a  giant, beach-ball-sized Snitch floating in front of her|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Molly Weasley'}|{'Weasley Family', 'Order of the Phoenix'}
  Seconds later Harry realized that it was his birthday  cake, which Mrs Weasley was suspending with her  wand, rather than risk carrying it over the uneven  ground|-0.2732|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Molly Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Order of the Phoenix', 'Potter Family'}"
 When the cake had finally landed in the  middle of the table, Harry said, “That looks amazing,  Mrs Weasley|0.5859|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Molly Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Order of the Phoenix', 'Potter Family'}"
”  “Oh, it’s nothing, dear,” she said fondly|0.4404|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Over her  shoulder, Ron gave Harry the thumbs-up and  mouthed, Good one|0.4404|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Prefect', 'Potter Family'}"
  By seven o’clock all the guests had arrived, led into  the house by Fred and George, who had waited for  them at the end of the lane|0.0|169 The Will Of Albus Dumbledore  |7 Harry Potter And The Deathly Hallows|[]|{'George Weasley', 'Fred Weasley'}|"{'Weasley Family', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army""}"
